link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-powder-pink-h3t21c005-j11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£28.50,crimson,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-J11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-powder-pink-h3t21c005-j11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£28.50,dusky pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-J11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-powder-pink-h3t21c005-j11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£28.50,navy,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-J11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-crimson-h3t21c005-g11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,crimson,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-G11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-crimson-h3t21c005-g11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,black,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-G11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-crimson-h3t21c005-g11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,dusky pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-G11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-crimson-h3t21c005-g11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,navy,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-G11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-crimson-h3t21c005-g11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,powder pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-G11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-navy-h3t21c005-k11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,navy,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-K11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-navy-h3t21c005-k11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,black,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-K11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-navy-h3t21c005-k11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,crimson,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-K11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-navy-h3t21c005-k11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,dusky pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-K11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-navy-h3t21c005-k11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,powder pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-K11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-black-h3t21c005-q11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,black,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-Q11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-black-h3t21c005-q11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,crimson,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-Q11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-black-h3t21c005-q11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,dusky pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-Q11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-black-h3t21c005-q11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,navy,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-Q11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/happy-mama-maternity-nursing-bridesmaid-occasion-wear-black-h3t21c005-q11.html,Happy Mama,MATERNITY  NURSING BRIDESMAID , Occasion wear,Occasion dresses,Â£26.50,powder pink,--,--,--,--,100% polyester,--,--,--,--,--,Belt,Cache-coeur,Plain,Nursing-friendly,H3T21C005-Q11,Knee-length,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-bridal-occasion-wear-white-iv521c014-a11.html,IVY & OAK BRIDAL,Occasion wear,,Occasion dresses,Â£469.99,white,--,--,Lace,--,"75% cotton, 25% nylon","65% cotton, 32% polyamide, 3% elastane",--,--,--,--,Button,Backless,Plain,"Zip fastening, slip",IV521C014-A11,Long,"3.5 "" (Size 8)","66.0 "" (Size 8)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-sacha-frill-dress-occasion-wear-forest-green-wg021c0rc-m11.html,WAL G.,SACHA FRILL DRESS , Jersey dress,Occasion dresses,Â£45.99,forest green,--,--,Jersey,--,"95% polyester, 5% elastane",--,--,--,--,--,--,Backless,Plain,--,WG021C0RC-M11,Long,Sleeveless,"59.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-yaseloise-dress-celeb-maxi-dress-star-white-y0121c0xw-a11.html,YAS,YASELOISE DRESS CELEB , Occasion wear,Occasion dresses,Â£149.99,video overlay,--,--,Lace,--,"75% cotton, 25% polyamide","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,V-neck,Plain,Slip,Y0121C0XW-A11,Extra long,"25.5 "" (Size S)","66.0 "" (Size S)",Fitted waist,"Our model is 5' 11""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidrew-deep-back-dress-occasion-wear-cloud-dancer-v1021c2wb-a11.html,Vila,VIDREW DEEP BACK DRESS , Occasion wear,Occasion dresses,Â£54.99,cloud dancer,--,--,Lace,Semi-sheer,"92% polyamide, 8% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Plain,Slip,V1021C2WB-A11,Long,"25.0 "" (Size 8)","58.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/swing-occasion-wear-palm-green-sg721c0ln-m11.html,Swing,DRESS WITH DETACHABLE SKIRT LANG , Occasion wear,Occasion dresses,Â£199.99,palm green,--,--,Satin,--,100% polyester,"97% polyester, 3% elastane",--,--,--,--,Zip,Cache-coeur,Plain,Belt included,SG721C0LN-M11,Long,"25.0 "" (Size 10)","58.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/swing-abendkleid-aus-materialmix-occasion-wear-smaragd-sg721c0jt-m11.html,Swing,ABENDKLEID AUS MATERIALMIX , Occasion wear,Occasion dresses,Â£164.99,smaragd,100% polyester,--,"Lace, satin",--,"86% polyamide, 12% polyester, 2% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Plain,Underskirt,SG721C0JT-M11,Long,"19.5 "" (Size 10)","59.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-belen-occasion-wear-grey-blue-tf121c0oj-c11.html,TFNC,BELEN  , Occasion wear,Occasion dresses,Â£64.99,grey blue,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Crew neck,Plain,"Fringing, slip",TF121C0OJ-C11,Long,Extra short,"60.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","12.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mascara-occasion-wear-misty-blue-m0921c0dt-k11.html,Mascara,Occasion wear,,Occasion dresses,Â£199.99,misty blue,--,--,Tulle,--,100% polyester,100% polyester,Do not tumble dry,--,--,--,Zip,Backless,--,"Padded bust, sequins, slip, rhinestones",M0921C0DT-K11,Long,Spaghetti straps,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-christie-ruffle-maxi-dress-occasion-wear-white-wg021c0om-a11.html,WAL G.,CHRISTIE RUFFLE MAXI DRESS , Jersey dress,Occasion dresses,Â£54.99,white,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Volant collar,--,--,Zip,Backless,Plain,Button row,WG021C0OM-A11,Long,Sleeveless,"61.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-andrew-off-shoulder-dress-occasion-wear-red-wg021c0mv-g11.html,WAL G.,ANDREW OFF SHOULDER MAXI DRESS , Occasion wear,Occasion dresses,Â£44.99,red,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Cache-coeur,Plain,--,WG021C0MV-G11,Long,Sleeveless,"55.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-andrew-off-shoulder-dress-occasion-wear-red-wg021c0mv-g11.html,WAL G.,ANDREW OFF SHOULDER MAXI DRESS , Occasion wear,Occasion dresses,Â£44.99,mauve pink,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Cache-coeur,Plain,--,WG021C0MV-G11,Long,Sleeveless,"55.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-andrew-off-shoulder-dress-occasion-wear-red-wg021c0mv-g11.html,WAL G.,ANDREW OFF SHOULDER MAXI DRESS , Occasion wear,Occasion dresses,Â£44.99,sage green,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Cache-coeur,Plain,--,WG021C0MV-G11,Long,Sleeveless,"55.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-harry-maxi-dress-occasion-wear-black-wg021c0o1-q11.html,WAL G.,HARRY MAXI DRESS , Occasion wear,Occasion dresses,Â£40.99,black,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,"Padded bust, wired bustier",WG021C0O1-Q11,Long,Sleeveless,"56.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-sonia-halter-neck-maxi-dress-occasion-wear-blush-pink-wg021c0px-j11.html,WAL G.,SONIA HALTER NECK MAXI DRESS , Occasion wear,Occasion dresses,Â£64.99,blush pink,--,--,Satin,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,"Bust darts, padded bust",WG021C0PX-J11,Long,Sleeveless,"61.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-viastrids-v-neck-maxi-dress-occasion-wear-cloud-dancer-v1021c2xd-a11.html,Vila,VIASTRIDS V NECK MAXI DRESS , Occasion wear,Occasion dresses,Â£69.99,cloud dancer,--,--,--,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Henley,Plain,Slip,V1021C2XD-A11,Long,"26.5 "" (Size 8)","56.5 "" (Size 8)",Regular Fit,--,"13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/bec-and-bridge-nadia-dress-occasion-wear-chocolate-beu21c03i-o11.html,Bec & Bridge,NADIA DRESS , Occasion wear,Occasion dresses,Â£324.99,chocolate,--,--,Satin,--,100% polyester,--,Dry cleaning,--,--,--,Zip,Backless,Plain,Bust darts,BEU21C03I-O11,Long,Spaghetti straps,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-yaspariza-dress-occasion-wear-star-white-y0121c1sp-a11.html,YAS,YASPARIZA  DRESS  , Occasion wear,Occasion dresses,Â£59.99,star white,--,--,--,--,100% polyester,100% polyester,--,--,--,--,Button,Backless,Plain,"Slip, fringing",Y0121C1SP-A11,Short,Sleeveless,"41.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-visateeny-v-neck-ankle-dress-occasion-wear-navy-v1021c2wy-k11.html,Vila,VISATEENY V NECK ANKLE DRESS , Occasion wear,Occasion dresses,Â£54.99,navy ,--,--,Satin,--,100% polyester,--,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,--,V1021C2WY-K11,Long,Short,"56.0 "" (Size 10)",Slim Fit,--,"14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-visateeny-v-neck-ankle-dress-occasion-wear-navy-v1021c2wy-k11.html,Vila,VISATEENY V NECK ANKLE DRESS , Occasion wear,Occasion dresses,Â£54.99,desert sage,--,--,Satin,--,100% polyester,--,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,--,V1021C2WY-K11,Long,Short,"56.0 "" (Size 10)",Slim Fit,--,"14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-occasion-wear-grayed-jade-vip21c00y-m12.html,VILA PETITE,VIMILINA HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£54.99,grayed jade,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Crew neck,Plain,"Crochet Detailing, slip",VIP21C00Y-M12,Long,Sleeveless,"57.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-occasion-wear-grayed-jade-vip21c00y-m12.html,VILA PETITE,VIMILINA HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£54.99,english manor,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Crew neck,Plain,"Crochet Detailing, slip",VIP21C00Y-M12,Long,Sleeveless,"57.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-occasion-wear-grayed-jade-vip21c00y-m12.html,VILA PETITE,VIMILINA HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£54.99,light green,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Crew neck,Plain,"Crochet Detailing, slip",VIP21C00Y-M12,Long,Sleeveless,"57.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-occasion-wear-grayed-jade-vip21c00y-m12.html,VILA PETITE,VIMILINA HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£54.99,total eclipse,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Crew neck,Plain,"Crochet Detailing, slip",VIP21C00Y-M12,Long,Sleeveless,"57.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-occasion-wear-grayed-jade-vip21c00y-m12.html,VILA PETITE,VIMILINA HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£54.99,winetasting,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Crew neck,Plain,"Crochet Detailing, slip",VIP21C00Y-M12,Long,Sleeveless,"57.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-yascandis-strap-celeb-occasion-wear-star-white-y0121c1sg-a11.html,YAS,YASCANDIS STRAP  CELEB  , Occasion wear,Occasion dresses,Â£69.99,star white,--,--,Satin,--,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,"Bust darts, adjustable straps, slip",Y0121C1SG-A11,Long,Spaghetti straps,"47.5 "" (Size S)",Regular Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mascara-occasion-wear-petrol-m0921c0do-p11.html,Mascara,Occasion wear,,Occasion dresses,Â£169.99,petrol,--,--,"Lace, chiffon",--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Plain,"Padded bust, slip, sequins, rhinestones",M0921C0DO-P11,Long,Short,"59.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vikatelyn-halterneck-dress-occasion-wear-jadeite-v1021c2f5-m11.html,Vila,VIKATELYN HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£46.74,jadeite,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,"Belt included, slip",V1021C2F5-M11,Long,Sleeveless,"55.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vikatelyn-halterneck-dress-occasion-wear-jadeite-v1021c2f5-m11.html,Vila,VIKATELYN HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£46.74,navy blazer,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,"Belt included, slip",V1021C2F5-M11,Long,Sleeveless,"55.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vikatelyn-halterneck-dress-occasion-wear-jadeite-v1021c2f5-m11.html,Vila,VIKATELYN HALTERNECK DRESS , Occasion wear,Occasion dresses,Â£46.74,rose smoke,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,"Belt included, slip",V1021C2F5-M11,Long,Sleeveless,"55.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-amalian-occasion-wear-royal-cobalt-l4221c1a8-k11.html,Lauren Ralph Lauren,AMALIAN , Occasion wear,Occasion dresses,Â£244.99,royal cobalt,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Slip,L4221C1A8-K11,Long,Sleeveless,"61.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
