,Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
2276,,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-black-tha21c0bd-q11.html,The Kooples,ROBE ,214.99,5,black,--,100% polyester,--,Hand wash only,--,--,Zip,,Round neckline,Plain,--,THA21C0BD-Q11,Short,Short,Short,"32.0 "" (Size 8)",Regular Fit,Regular fit,--,"19.0 "" (Size 8)",No,No,No,No,No
2277,,https://www.zalando.co.uk/saint-tropez-linette-dress-day-dress-heather-s2821c0ek-k11.html,Saint Tropez,LINETTE DRESS ,59.99,2,pastel blue,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,,Low v-neck,Striped,--,S2821C0EK-K11,Knee length,"25.5 "" (Size M)",Long,"38.5 "" (Size M)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size M",--,No,No,No,No,No
2278,,https://www.zalando.co.uk/superdry-superdry-day-dress-pureed-pumpkin-su221c0ph-h11.html,Superdry,SUPERDRY  ,27.50,1,burnt orange,--,100% viscose,--,"Do not bleach, do not tumble dry",--,--,--,,Round neckline,Plain,--,SU221C0PH-H11,Calf length,Long,Long,--,Slim Fit,Slim fit,--,--,No,No,No,No,Yes
2279,,https://www.zalando.co.uk/gestuz-nankita-zipper-collar-dress-day-dress-black-ge221c0ac-q11.html,Gestuz,NANKITA ZIPPER COLLAR DRESS ,119.99,3,black,Sweat,100% cotton,--,--,Turn-down collar,--,Zip,,--,Plain,--,GE221C0AC-Q11,Knee length,"28.5 "" (Size S)",Long,"41.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
2280,,https://www.zalando.co.uk/calvin-klein-shine-maxi-dress-day-dress-orange-flash-6ca21c05i-h11.html,Calvin Klein,SHINE MAXI DRESS ,169.99,4,orange,Satin,100% viscose,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,Round neckline,Plain,"Belt included, bust darts",6CA21C05I-H11,Calf length,Sleeveless,Sleeveless,"49.5 "" (Size 10)",Regular Fit,Regular fit,--,"12.0 "" (Size 10)",No,No,No,No,No
2281,,https://www.zalando.co.uk/part-two-kadia-day-dress-blue-nights-border-p2121c0c1-k11.html,Part Two,KADIA ,109.99,3,navy,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,,Low v-neck,Floral,Slip,P2121C0C1-K11,Knee length,"25.5 "" (Size 8)",Long,"39.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
2282,,https://www.zalando.co.uk/marc-cain-day-dress-off-white-m4r21c07v-a11.html,Marc Cain,Day dress,264.99,5,white multi-coloured,Sweat,"48% cotton, 47% lyocell, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,,--,Floral,"Inseam pockets, elasticated waist",M4R21C07V-A11,Knee length,"23.5 "" (Size 10)",Long,"38.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,yes,No,No,No
2283,,https://www.zalando.co.uk/object-petite-objgila-smock-dress-day-dress-desert-sage-ob121c0og-m11.html,Object,OBJGILA SMOCK DRESS ,54.99,2,pastel green,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Slip,OB121C0OG-M11,Short,"24.0 "" (Size 8)",Long,"32.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
2284,,https://www.zalando.co.uk/mango-lorna-cocktail-dress-party-dress-noir-m9121c5kd-q11.html,Mango,LORNA ,69.99,2,black,--,"56% acetate, 44% viscose",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,Zip,,Spaghetti straps,Plain,--,M9121C5KD-Q11,Extra short,Spaghetti straps,Spaghetti straps,--,Slim Fit,Slim fit,--,--,No,No,No,No,Yes
2286,,https://www.zalando.co.uk/vero-moda-curve-vmolga-day-dress-navy-vee21c0cd-k11.html,Vero Moda,VMOLGA ,30.99,1,navy,--,100% polyester,--,--,--,--,--,Wrap dresses,Low v-neck,Floral,Bust darts,VEE21C0CD-K11,Short,"19.5 "" (Size 16)",Long,"38.0 "" (Size 16)",Regular Fit,Regular fit,--,"15.5 "" (Size 16)",No,No,No,No,No
2287,,https://www.zalando.co.uk/esqualo-dress-pintucks-red-brush-print-day-dress-print-esm21c020-t11.html,Esqualo,DRESS PINTUCKS RED BRUSH PRINT ,94.99,3,burgundy,--,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Prints in general,Slip,ESM21C020-T11,Knee length,"24.5 "" (Size 8)",Long,"37.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No
2288,,https://www.zalando.co.uk/alice-olivia-barrett-party-cocktail-dress-party-dress-black-a2n21c00q-q11.html,Alice + Olivia,BARRETT PARTY ,495.00,5,black,Velvet/velour,"97% polyester, 3% elastane","94% polyester, 6% elastane",Dry clean only,Standing collar,--,Zip,,--,Plain,"Underskirt, border",A2N21C00Q-Q11,Extra short,Sleeveless,Sleeveless,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","12.0 "" (Size 8)",No,No,No,No,No
2289,,https://www.zalando.co.uk/cinq-a-sept-adira-dress-cocktail-dress-party-dress-ivory-cig21c018-a11.html,Cinq Ã  Sept,ADIRA DRESS ,350.00,5,white,--,"93% polyester, 7% polyurethane","95% polyester, 5% elastane",Dry clean only,--,--,Hook fasteningÂ ,,Spaghetti straps,Plain,"Zip fastening, bust darts, adjustable straps, slip",CIG21C018-A11,Calf length,Spaghetti straps,Spaghetti straps,"51.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,Yes
2290,,https://www.zalando.co.uk/lauren-ralph-lauren-abel-short-sleeve-day-dress-day-dress-lakehouse-red-l4221c1ad-g11.html,Ralph Lauren,ABEL SHORT SLEEVE DAY DRESS ,174.99,4,burnt orange,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,Wrap dresses,Low v-neck,Plain,"Belt included, bust darts, slip",L4221C1AD-G11,Calf length,Short,Short,"45.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
2291,,https://www.zalando.co.uk/lascana-tiny-dot-day-dress-off-white-l8321c00l-a11.html,LASCANA,Day dress,54.99,2,white,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Polka dot,--,L8321C00L-A11,Calf length,Short,Short,"41.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","20.5 "" (Size 8)",Yes,No,No,No,No
2292,,https://www.zalando.co.uk/vero-moda-petite-vmhui-dress-day-dress-laurel-wreath-vm021c0ct-m11.html,Vero Moda,VMHUI DRESS ,29.74,1,brown,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Square neckline,Prints in general,--,VM021C0CT-M11,Short,"22.5 "" (Size S)",Long,"31.5 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No
2293,,https://www.zalando.co.uk/marella-jervis-day-dress-verde-smeraldo-m7521c068-m11.html,Marella,JERVIS ,199.99,4,black/green,--,"97% cotton, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Low v-neck,Polka dot,Belt included,M7521C068-M11,Knee length,3/4 length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2294,,https://www.zalando.co.uk/weekend-maxmara-schermo-day-dress-bluette-mw721c08w-k11.html,WEEKEND MaxMara,SCHERMO ,314.99,5,blue,Satin,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,Zip,,Round neckline,Plain,Slip,MW721C08W-K11,Knee length,"24.0 "" (Size 8)",Long,"39.5 "" (Size 8)",Regular Fit,Regular fit,--,"15.0 "" (Size 8)",No,No,No,No,No
2295,,https://www.zalando.co.uk/munthe-nikolaja-day-dress-ivory-muo21c00n-a11.html,MUNTHE,NIKOLAJA ,194.99,4,white,--,"97% cotton, 3% elastane",--,--,--,--,Button,,Round neckline,Animal Prints in general,--,MUO21C00N-A11,Short,"25.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",Yes,No,No,No,No
2296,,https://www.zalando.co.uk/pieces-day-dress-grey-pe321c0u9-c11.html,Pieces,Day dress,25.99,1,grey,Sweat,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,Hooded dresses,--,Plain,--,PE321C0U9-C11,Knee length,"24.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No
2297,,https://www.zalando.co.uk/never-fully-dressed-tall-cedar-wrap-dress-day-dress-multi-n0l21c014-q11.html,Never Fully Dressed,CEDAR WRAP DRESS ,99.99,3,black multi-coloured,--,100% cotton,--,Machine wash at 30Â°C,--,--,Laces,Wrap dresses,Low v-neck,Floral,--,N0L21C014-Q11,Calf length,"25.0 "" (Size 8)",Long,"50.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
2298,,https://www.zalando.co.uk/naf-naf-lalao-cocktail-dress-party-dress-bleu-marine-na521c18a-k11.html,NAF NAF,LALAO ,79.99,2,navy,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Low v-neck,Plain,Slip,NA521C18A-K11,Calf length,Short,Short,"51.5 "" (Size 8)",Loose Fit,Loose fit,--,"17.0 "" (Size 8)",No,No,No,No,No
2299,,https://www.zalando.co.uk/vero-moda-vmvanessa-short-dress-day-dress-laurel-wreath-ve121c25d-m11.html,Vero Moda,VMVANESSA SHORT DRESS ,31.49,1,army green,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Button,,Round neckline,Plain,"Bust darts, slip",VE121C25D-M11,Calf length,Sleeveless,Sleeveless,"36.0 "" (Size S)",Slim Fit,Slim fit,--,"15.5 "" (Size S)",No,No,No,No,No
2300,,https://www.zalando.co.uk/diane-von-furstenberg-fiona-dress-day-dress-tomato-red-df221c09a-g11.html,Diane von Furstenberg,FIONA DRESS ,345.00,5,bright multi-coloured,--,100% cotton,--,Dry clean only,Standing collar,--,--,,Henley neckline,Animal Prints in general,Inseam pockets,DF221C09A-G11,Extra short,Short,Short,"34.0 "" (Size S)",Oversized,Loose fit,"Our model is 5' 11""  tall and is wearing size S","19.0 "" (Size S)",Yes,yes,No,No,No
2301,,https://www.zalando.co.uk/retrofete-andrea-occasion-wear-gldwt-r0w21c00y-f11.html,retrofÃªte,ANDREA  ,455.00,5,gold,--,"95% polyester, 5% elastane",--,Hand wash only,--,Asymmetrical,Zip,Accentuating the waist,Strapless,Plain,Belt included,R0W21C00Y-F11,Maxi/long,One shoulder,One shoulder,"55.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",--,No,No,No,No,No
2302,,https://www.zalando.co.uk/derhy-day-dress-bleupetrole-rd521c0m7-k11.html,Derhy,AJANIA ROBE ,124.99,4,white multi-coloured,--,100% viscose,--,"Do not tumble dry, Hand wash only",Turn-down collar,--,Button,Button down dresses,--,Floral,Belt included,RD521C0M7-K11,Thigh length,"19.5 "" (Size S)",Long,"44.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
2303,,https://www.zalando.co.uk/mbym-heena-day-dress-light-grey-melange-mb121c0ej-c11.html,mbyM,HEENA ,69.99,2,grey,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Plain,--,MB121C0EJ-C11,Thigh length,"26.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
2304,,https://www.zalando.co.uk/pinko-anacapri-dress-day-dress-radiant-white-p6921c0cg-a11.html,Pinko,ANACAPRI DRESS ,299.99,5,white,--,100% cotton,"55% cotton, 45% viscose",Dry clean only,Turn-down collar,--,Button,Button down dresses,--,Plain,"Bust darts, adjustable straps, slip",P6921C0CG-A11,Short,"27.0 "" (Size 8)",Long,"35.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",Yes,No,No,No,No
2305,,https://www.zalando.co.uk/soaked-in-luxury-lettice-dress-ss-day-dress-blushed-black-so921c09o-q11.html,Soaked in Luxury,LETTICE DRESS SS ,89.99,3,black,Tulle,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Floral,"Elasticated waist, slip",SO921C09O-Q11,Knee length,Short,Short,"42.0 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No
2306,,https://www.zalando.co.uk/vero-moda-vmoctavials-hoodie-dress-day-dress-black-ve121c2v2-q11.html,Vero Moda,VMOCTAVIALS HOODIE DRESS ,23.99,1,black,Sweat,"60% cotton, 40% polyester",--,Machine wash at 40Â°C,Hood,--,--,Hooded dresses,--,Plain,--,VE121C2V2-Q11,Short,"23.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No
2307,,https://www.zalando.co.uk/vila-vifalia-wrap-dress-day-dress-blackbrown-v1021c2xo-q11.html,Vila,VIFALIA WRAP DRESS ,39.99,1,black/brown,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Prints in general,"Elasticated waist, slip",V1021C2XO-Q11,Calf length,"26.5 "" (Size 8)",Long,"50.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","19.0 "" (Size 8)",No,No,No,No,No
2309,,https://www.zalando.co.uk/gant-day-dress-classic-blue-ga321c06w-k11.html,GANT,Day dress,127.49,4,navy,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Laces,,Low v-neck,Prints in general,--,GA321C06W-K11,Short,"19.0 "" (Size 8)",Elbow length,"35.5 "" (Size 8)",--,,--,"14.0 "" (Size 8)",Yes,No,No,No,No
2310,,https://www.zalando.co.uk/nly-by-nelly-gorgeous-keyhole-dress-cocktail-dress-party-dress-black-neg21c0fe-q11.html,Nly by Nelly,GORGEOUS KEYHOLE DRESS ,34.99,1,black,--,"97% polyester, 3% elastane",--,Machine wash at 30Â°C,--,--,--,Bodycon dresses,Low v-neck,Plain,--,NEG21C0FE-Q11,Knee length,"26.0 "" (Size S)",Long,"41.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S","16.0 "" (Size S)",No,No,No,No,No
2311,,https://www.zalando.co.uk/staud-wells-dress-day-dress-rust-s5f21c006-g11.html,STAUD,WELLS DRESS ,249.99,5,burnt orange,--,"98% cotton, 2% elastane",100% cotton,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Square neckline,Plain,Slip,S5F21C006-G11,Calf length,Sleeveless,Sleeveless,"49.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10","16.0 "" (Size 10)",No,No,No,No,No
2312,,https://www.zalando.co.uk/michael-michael-kors-cheetah-wrap-day-dress-malachitegry-mk121c0k0-c11.html,MICHAEL Michael Kors,CHEETAH WRAP  ,234.99,5,black,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,Laces,Wrap dresses,Low v-neck,Animal Prints in general,--,MK121C0K0-C11,Calf length,"25.0 "" (Size S)",Long,"48.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
2313,,https://www.zalando.co.uk/mango-day-dress-mandarijn-m9121c5kk-h11.html,Mango,ALMOND ,49.99,2,orange,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only, Dry cleanable",--,--,Zip,,V-neck,Plain,--,M9121C5KK-H11,Short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
2314,,https://www.zalando.co.uk/selected-femme-slfcaro-tunni-34-short-dress-b-noos-day-dress-black-se521c123-q11.html,Selected Femme,SLFCARO TUNNI 3/4 SHORT DRESS B NOOS ,54.99,2,black,Jersey,"68% viscose, 27% nylon, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Inseam pockets,SE521C123-Q11,Knee length,Elbow length,Elbow length,"37.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,yes,No,No,No
2315,,https://www.zalando.co.uk/glamorous-petite-cami-dress-with-ruching-rouleau-straps-and-ties-to-gather-cocktail-dress-party-dress-plum-glb21c06z-g11.html,Glamorous,CAMI DRESS WITH RUCHING ROULEAU STRAPS AND TIES TO GATHER ,34.99,1,burgundy,Satin,100% polyester,--,--,--,--,--,Bodycon dresses,Spaghetti straps,Plain,"Bust darts, bow",GLB21C06Z-G11,Short,Spaghetti straps,Spaghetti straps,"37.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 5""  tall and is wearing size 8",--,No,No,No,No,No
2316,,https://www.zalando.co.uk/neon-and-nylon-neolove-dress-shift-dress-pink-n3p21c004-j11.html,Neon & Nylon,NEOLOVE DRESS ,24.64,1,pink,--,"92% polyester, 8% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button down dresses,Low v-neck,Prints in general,Slip,N3P21C004-J11,Short,"23.0 "" (Size S)",Long,"32.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
2317,,https://www.zalando.co.uk/lauren-ralph-lauren-belting-print-shirtdress-day-dress-creamtanmulti-l4221c1di-a11.html,Ralph Lauren,BELTING PRINT SHIRTDRESS ,199.99,4,brown,Chiffon,"94% polyester, 6% elastane",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Zip,Wrap dresses,Low v-neck,Prints in general,"Belt included, slip",L4221C1DI-A11,Maxi/long,"24.5 "" (Size 10)",Long,"54.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","12.5 "" (Size 10)",No,No,No,No,No
2318,,https://www.zalando.co.uk/alice-olivia-julietta-slit-slip-dress-day-dress-black-a2n21c00m-q11.html,Alice + Olivia,JULIETTA SLIT SLIP DRESS ,400.00,5,black,Satin,"80% triacetate, 20% polyester","94% polyester, 6% elastane",Dry clean only,--,--,Zip,,Spaghetti straps,Plain,Slip,A2N21C00M-Q11,Calf length,Spaghetti straps,Spaghetti straps,"51.5 "" (Size 8)",Slim Fit,Slim fit,--,--,No,No,No,No,Yes
2319,,https://www.zalando.co.uk/by-malene-birger-baltara-day-dress-black-by121c09p-q11.html,Marlene Birger,BALTARA ,199.99,4,black,--,100% cotton,--,Machine wash at 30Â°C,Standing collar,--,--,,Low v-neck,Plain,"Inseam pockets, bow",BY121C09P-Q11,Knee length,"26.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","12.5 "" (Size 8)",No,yes,No,No,No
2320,,https://www.zalando.co.uk/superdry-gia-cami-dress-day-dress-white-su221c0il-a11.html,Superdry,GIA CAMI DRESS ,38.49,1,white,--,100% viscose,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Laces,,Spaghetti straps,Plain,Slip,SU221C0IL-A11,Knee length,Spaghetti straps,Spaghetti straps,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes
2321,,https://www.zalando.co.uk/staud-milla-mini-day-dress-bandana-capri-s5f21c00a-k11.html,STAUD,MILLA MINI  ,234.99,5,multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, Machine wash on gentle cycle",--,--,Zip,,Low v-neck,Paisley,Slip,S5F21C00A-K11,Short,Short,Short,"33.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10",--,No,No,No,No,No
2322,,https://www.zalando.co.uk/only-onl-daisypuff-belt-dress-day-dress-dark-blue-denim-on321c2r2-k11.html,Only,ONL DAISYPUFF BELT DRESS ,34.99,1,denim,Denim,"69% cotton, 27% polyester, 2% elastane, 2% viscose",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,Low v-neck,--,"Belt included, bust darts",ON321C2R2-K11,Short,Elbow length,Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
2323,,https://www.zalando.co.uk/lauren-ralph-lauren-cayden-sleeveless-gown-occasion-wear-lighthouse-navy-l4221c1a6-k11.html,Ralph Lauren,CAYDEN SLEEVELESS GOWN ,244.99,5,navy,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,Zip,,Spaghetti straps,Plain,"Slip, rhinestones",L4221C1A6-K11,Maxi/long,Spaghetti straps,Spaghetti straps,"57.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,yes,No,Yes
2324,,https://www.zalando.co.uk/superdry-day-dress-red-paisley-scarf-su221c0n1-g11.html,Superdry,NIKKI  ,48.99,2,red,--,100% viscose,--,--,--,--,--,,V-neck,--,--,SU221C0N1-G11,--,Long,Long,--,--,,--,--,No,No,No,No,No
2326,,https://www.zalando.co.uk/redraft-volant-dress-day-dress-metallic-red-rem21c017-g11.html,Re.draft,VOLANT DRESS ,43.99,2,dusty pink,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Prints in general,Bust darts,REM21C017-G11,Knee length,Sleeveless,Sleeveless,"39.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No
2327,,https://www.zalando.co.uk/glamorous-tie-front-fitted-mini-dress-with-puff-sleeves-day-dress-multi-coloured-gl921c0sc-t11.html,Glamorous,TIE FRONT FITTED MINI DRESS WITH PUFF SLEEVES ,37.99,1,green,--,"70% polyester, 30% linen",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Square neckline,Floral,--,GL921C0SC-T11,Extra short,Short,Short,"33.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
2328,,https://www.zalando.co.uk/blanche-anais-dress-cocktail-dress-party-dress-black-blw21c00q-q11.html,BLANCHE,ANAIS DRESS ,149.99,4,black,Satin,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Low v-neck,Plain,Bust darts,BLW21C00Q-Q11,Calf length,Sleeveless,Sleeveless,"46.0 "" (Size 8)",Slim Fit,Slim fit,--,"15.5 "" (Size 8)",No,No,No,No,No
2330,,https://www.zalando.co.uk/moss-copenhagen-feluca-dress-day-dress-caribou-m0y21c08b-o11.html,Moss Copenhagen,FELUCA  DRESS ,74.99,2,brown,Cord,"98% cotton, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Low v-neck,Plain,--,M0Y21C08B-O11,Knee length,Sleeveless,Sleeveless,"37.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
2332,,https://www.zalando.co.uk/edc-by-esprit-day-dress-blue-ed121c0wm-k11.html,Esprit,Day dress,54.99,2,blue,Sweat,"70% cotton, 27% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,Hooded dresses,--,Plain,--,ED121C0WM-K11,Short,"25.0 "" (Size S)",Long,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",--,No,Yes,No,No,No
2333,,https://www.zalando.co.uk/edited-cairo-dress-day-dress-daisy-edd21c0jj-q11.html,EDITED,CAIRO DRESS ,59.99,2,black/white,--,"88% viscose, 12% polyamide",--,--,Standing collar,--,Zip,,--,Floral,--,EDD21C0JJ-Q11,Extra short,"25.0 "" (Size 10)",Long,"32.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","11.5 "" (Size 10)",No,No,No,No,No
2334,,https://www.zalando.co.uk/hollister-co-tiered-short-dress-day-dress-red-ditsy-h0421c04t-g11.html,Hollister Co.,TIERED SHORT DRESS ,26.99,1,red,Jersey,"92% polyester, 8% elastane",--,Machine wash at 30Â°C,--,--,Hook fasteningÂ ,Wrap dresses,Low v-neck,Floral,Belt included,H0421C04T-G11,Extra short,Short,Short,"12.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
2335,,https://www.zalando.co.uk/alice-olivia-mayer-ruffle-slit-maxi-dress-occasion-wear-black-a2n21c00u-q11.html,Alice + Olivia,MAYER RUFFLE SLIT MAXI DRESS ,715.00,5,black,Satin,"80% triacetate, 20% polyester","94% polyester, 6% elastane",Dry clean only,--,--,Zip,Bodycon dresses,Spaghetti straps,Plain,"Bust darts, slip",A2N21C00U-Q11,Maxi/long,Spaghetti straps,Spaghetti straps,"47.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
2336,,https://www.zalando.co.uk/dondup-abito-occasion-wear-agua-georgette-3dd21c00i-k11.html,Dondup,ABITO ,629.99,5,white multi-coloured,Chiffon,100% viscose,"93% cupro, 7% elastane","Dry clean only, Do not wash",--,--,Laces,,Low v-neck,Prints in general,"Bust darts, slip",3DD21C00I-K11,Maxi/long,Spaghetti straps,Spaghetti straps,"58.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No
2337,,https://www.zalando.co.uk/free-people-probably-should-bodycon-shift-dress-black-fp021c0bn-q11.html,Free People,PROBABLY SHOULD BODYCON ,59.99,2,black,Jersey,"88% nylon, 12% elastane",--,Hand wash only,--,--,--,Bodycon dresses,Spaghetti straps,Plain,Adjustable straps,FP021C0BN-Q11,Short,Spaghetti straps,Spaghetti straps,"29.0 "" (Size 8/10)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8/10",--,No,No,No,No,Yes
