,Random order,Original order,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Sport
1617,0.058790754,5770,ONLY Carmakoma,CARLUXJOY KNEE DRESS , Day dress,summer-dresses,30.99,pastel green,,,,,"97% polyester, 3% elastane",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,,,,V-neck,Print,,ONA21C0H8-M11,Knee-length,Short,"40.5 "" (Size 16)",Regular Fit,,"15.5 "" (Size 16)",,,,,,,,,,
1618,0.137279449,3245,The Kooples,ROBE , Day dress,summer-dresses,314.99,navy,,,Chiffon,,100% viscose,100% viscose,Dry clean only,,,,Zip,Cache-coeur,Floral,Slip,THA21C0B2-K11,Short,Elbow length,"34.5 "" (Size 8)",Regular Fit,,"14.5 "" (Size 8)",,,,,,,,,,
1619,0.615233559,5469,Pieces,PCCARLA DRESS , Day dress,summer-dresses,30.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",,,,Button,Low-cut v-neck,Floral,"Inseam pockets, bust darts",PE321C0ZR-Q11,Knee-length,Elbow length,"36.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",,,,,,,,,,
1620,0.5311476310000001,3289,Noisy May Petite,NMKAYLEE DRESS , Day dress,summer-dresses,30.99,blue,,,Sweat,,"65% polyester, 35% cotton",,"Do not tumble dry, machine wash at 30°C",Zip neck,,,,,Marl,,NM521I02L-K11,Short,Long,,Regular Fit,,,,,,,,,,,,
1621,0.81842631,2210,adidas Originals,DRESS , Day dress,summer-dresses,44.95,pink,,,Satin,Semi-sheer,100% polyester,,Machine wash at 30°C,,,,,Crew neck,,,AD121C07E-J11,Short,Elbow length,"36.0 "" (Size 10)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 10","16.0 "" (Size 10)",,,,,,,,,,
1622,0.889638853,510,Esprit Collection,Day dress,,summer-dresses,69.0,off-white,,,,,"65% polyester, 29% viscose, 6% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,V-neck,Plain,,ES421C1M8-A11,7/8 length,3/4 length,,Regular Fit,,,,,,,,,,,,
1623,0.45264684,452,InWear,LUPEIW DRESS , Jersey dress,summer-dresses,79.99,brown,,,Jersey,,"70% modal, 30% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Cache-coeur,Plain,,IN321C0DR-B11,Knee-length,"25.0 "" (Size S)","40.5 "" (Size S)",Regular Fit,,,,,,,,,,,,
1624,0.17827312899999997,4541,Mango,FEMME , Day dress,summer-dresses,29.99,pastel pink,,,,,"85% viscose, 15% polyamide",100% viscose,"Do not tumble dry, machine wash at 30°C, Dry cleanable",,,,,Scoop neck,Plain,Slip,M9121C5IK-J11,Short,Sleeveless,,Loose Fit,,,,,,,,,,,,
1625,0.479775712,3677,SamsÃ¸e SamsÃ¸e,MYNTHE DRESS , Day dress,summer-dresses,189.99,brown,,,,,"61% acrylic, 39% polyester",100% polyester,"Machine wash at 30°C, A shrinkage of up to 5% may occur, do not tumble dry, Machine wash on gentle cycle",Standing collar,,,,Low-cut v-neck,Floral,"Slip, bow",SA321C0FG-O11,Knee-length,"24.0 "" (Size 12)","43.5 "" (Size 12)",Loose Fit,,"18.5 "" (Size 12)",,,,,,,,,,
1626,0.680067957,1168,Missguided Petite,COLLARED DRESS , Day dress,summer-dresses,26.99,pink,,,Sweat,,"65% polyester, 35% cotton",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",Turn-down collar,,,Button,,Plain,,M0V21C0OG-J11,Extra short,Long,,Regular Fit,,,,,,,,,,,,
1627,0.259615744,6583,WAL G.,EMAAN MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,39.99,navy,,,Jersey,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",,,,Zip,Off-the-shoulder,Plain,,WG021C0OA-K11,Knee-length,Spaghetti straps,"39.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,
1628,0.758591777,7556,AllSaints,TRUDE VIMUR DRESS , Day dress,Cocktail Dresses,244.99,white multi-coloured,,,Chiffon,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",,,,Zip,Low-cut v-neck,Floral,"Inseam pockets, slip",A0Q21C0G9-T11,Calf-length,"19.5 "" (Size 8)","51.0 "" (Size 8)",Regular Fit,,"15.5 "" (Size 8)",,,,,,,,,,
1629,0.613683572,2688,IVY & OAK,DINA ANN , Day dress,summer-dresses,219.99,white,,,,,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,Button,,Plain,"Belt included, inseam pockets, slip, covered fastener",IV321C0BD-A11,Long,"25.0 "" (Size 8)","53.0 "" (Size 8)",Regular Fit,,"17.5 "" (Size 8)",,,,,,,,,,
1630,0.238795641,6673,Abercrombie & Fitch,Cocktail dress / Party dress,,Cocktail Dresses,59.99,black,,,,,"93% polyester, 7% elastane",,,,,,Zip,Scoop neck,Plain,Bust darts,A0F21C09C-Q11,Extra short,Short,"30.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,
1631,0.7145208270000001,4501,3.1 Phillip Lim,COMBO DRESS , Day dress,summer-dresses,460.0,brown,,,Jersey,Semi-sheer,"59% cotton, 41% viscose",,Dry clean only,,,,Zip,Crew neck,,,31021C01A-N11,Short,Short,"34.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",,,100% cotton,,,,,,,,
1632,0.205867527,1378,Calvin Klein Jeans,BLOCKING STATEMENT LOGODRESS , Day dress,summer-dresses,76.49,black,,,Sweat,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Hood,,,,,Print,Inseam pockets,C1821C04O-Q11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Normal fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1633,0.639928457,4092,Ibana,DAMIA , Day dress,summer-dresses,289.99,green,,,,,100% leather,,"Do not tumble dry, Do not wash",Turn-down collar,,,Button,,Plain,Belt included,21B21C01C-M11,Knee-length,Short,"40.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",,,,,,,,,,
1634,0.9255775509999999,4216,Trussardi,Day dress,,summer-dresses,164.99,black,,,Faux leather,,100% polyester,100% polyester,,,,,Zip,,Plain,"Bust darts, slip",T0421C00G-A11,Knee-length,Sleeveless,,Regular Fit,,,,,,,,,,,,
1635,0.784083517,3574,Ragwear,MIKE DRESS  , Day dress,summer-dresses,47.99,navy,,,Jersey,,"50% polyester, 50% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Scoop neck,Print,Decorative buttons,R5921C0CU-K11,,Short,"37.0 "" (Size S)",Regular Fit,,,,,,,,,,,,
1636,0.092690547,6594,Esprit Collection,ECOVERO DRESS , Cocktail dress / Party dress,Cocktail Dresses,,purple,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,,,Zip,,Plain,,ES421C1JM-I11,Long,Sleeveless,"56.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",,,,,,,,,,
1637,0.111522077,6853,Adrianna Papell,RUFFLE DRESS , Cocktail dress / Party dress,Cocktail Dresses,149.99,white,,,Satin,,100% polyester,100% polyester,Dry clean only,,,,Zip,Backless,Plain,Slip,AD421C0EW-A11,Calf-length,Short,,Regular Fit,"Our model is 5' 9""  tall and is wearing size 6",,,,,,,,,,,
1638,0.627131147,1886,Abercrombie & Fitch,PUFF SLEEVE MIDI DRESS , Day dress,summer-dresses,59.49,white,,,,,"60% cotton, 40% polyester",,Machine wash at 30°C,,,,,Square neck,Striped,Bust darts,A0F21C09I-M11,Calf-length,Short,"35.5 "" (Size S)",Regular Fit,,"14.5 "" (Size S)",,,,,,,,,,
1639,0.33871850200000003,1204,Morgan,RCLAIN , Day dress,summer-dresses,47.99,red,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Cache-coeur,Plain,,M5921C0YT-G11,Short,Long,"35.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,
1640,0.815237955,853,Noa Noa,ENGLISH CREPE , Day dress,summer-dresses,99.99,black multi-coloured,,,Chiffon,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,,,,Low-cut v-neck,Floral,,NN121E0BU-Q11,Knee-length,"20.5 "" (Size 8)","36.5 "" (Size 8)",Regular Fit,,"14.5 "" (Size 8)",,,,,,,,,,
1641,0.27377086300000003,662,InWear,IDALIA DRESS , Day dress,summer-dresses,144.99,pink,,,Satin,,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Floral,,IN321C0DO-J11,Calf-length,"23.0 "" (Size 8)","52.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",,,,,,,,,,
1642,0.5384249529999999,7048,Cinq Ã  Sept,NAKITA DRESS , Cocktail dress / Party dress,Cocktail Dresses,390.0,purple,,,Satin,,100% silk,100% polyester,Dry clean only,,Asymmetrical,,Zip,Backless,Plain,"Adjustable straps, slip, bow",CIG21C017-J11,Knee-length,"19.0 "" (Size 8)","47.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",,,,,,,,,,,
1643,0.222583969,6534,Swing,DRESS , Cocktail dress / Party dress,Cocktail Dresses,149.99,green,,,Chiffon,,100% polyester,"92% polyester, 8% elastane",,,,,Button,Crew neck,Plain,,SG721C0M2-M11,Short,"26.5 "" (Size 10)","37.5 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","17.0 "" (Size 10)",,,,,,,,,,
1644,0.705496509,955,More & More,DRESS SHORT , Day dress,summer-dresses,69.99,red,,,,,"72% cotton, 24% polyamide, 4% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Plain,Bust darts,M5821C0N7-G11,Knee-length,Elbow length,"36.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","16.5 "" (Size 10)",,,,,,,,,,
1645,0.403177736,3580,Pepe Jeans,MONICA , Day dress,summer-dresses,89.99,multi-coloured,,,Chiffon,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",,,,Button,Low-cut v-neck,Colourful,"Belt included, slip",PE121C0MQ-T11,Short,"25.5 "" (Size S)","36.0 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",,,,,,,,,,
1646,0.39510735799999996,7117,David Koma,Cocktail dress / Party dress,,Cocktail Dresses,,black,,,,,"68% polyamide, 32% modal","96% acetate, 4% elastane",,,,,Zip,,,"Inseam pockets, rhinestones",D0T21C00E-Q11,Extra short,Spaghetti straps,"24.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",,,,,,,,,,
1647,0.961215817,3817,Guess by Marciano,MARY JANE CHEMISIER  , Day dress,summer-dresses,179.99,pastel orange,,,Satin,,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Turn-down collar,,,Button,,Plain,"Bust darts, slip",2GU21C09O-J11,Knee-length,Short,"38.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","16.5 "" (Size 10)",,,,,,,,,,
1648,0.256817739,3499,Diane von Furstenberg,JOANNA DRESS , Day dress,summer-dresses,325.0,black,,,,,100% polyester,,Dry clean only,,,,Zip,Square neck,Print,,DF221C0B0-Q11,Calf-length,"20.5 "" (Size 8)","40.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,
1649,0.432207275,6754,HUGO,KASERA , Cocktail dress / Party dress,Cocktail Dresses,289.99,pink,,,Satin,,100% viscose,,Dry clean only,Standing collar,Asymmetrical,,Zip,,Print,Bow,HU721C0JG-C11,Calf-length,Long,"50.5 "" (Size 8)",Regular Fit,,"13.5 "" (Size 8)",,,,,,,,,,
1650,0.204331097,6589,VILA PETITE,VIVALLEA TIE , Cocktail dress / Party dress,Cocktail Dresses,43.99,pastel blue,,,Jersey,Semi-sheer,"95% polyester, 5% elastane",,"Machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,Cache-coeur,Plain,Bow,VIP21C04N-K11,Calf-length,Short,"47.5 "" (Size S)",Regular Fit,,,,,,,,,,,,
1651,0.302402994,997,Abercrombie & Fitch,PUFF SLEEVE MIDI DRESS , Day dress,summer-dresses,59.49,pastel blue,,,,,"60% cotton, 40% polyester",,"Do not tumble dry, machine wash at 30°C",,,,,Backless,Floral,Bust darts,A0F21C09I-K11,Calf-length,Elbow length,"43.5 "" (Size S)",Regular Fit,,,,,,,,,,,,
1652,0.9847759420000001,4222,BOSS,DASHELLI , Day dress,summer-dresses,304.99,brown,,,Chiffon,,100% viscose,100% viscose,"Do not tumble dry, Do not wash",,,,Button,Crew neck,Print,"Slip, bow",BB121C0CI-S11,Short,"25.0 "" (Size 8)","36.0 "" (Size 8)",Loose Fit,,"16.5 "" (Size 8)",,,,,,,,,,
1653,0.508902244,2485,Replay,Day dress,,summer-dresses,149.99,black,,,,,100% viscose,,,,,,,,Floral,,RE321C04O-Q11,Long,"Sleeveless, spaghetti straps","53.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",,,,,,,,,,
1654,0.5144410070000001,2735,ONLY,ONLKARLA GLITTER DRESS , Day dress,summer-dresses,23.99,army green,,,Jersey,,"70% polyester, 28% viscose, 2% metal",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Striped,,ON321C2OL-M11,Short,Short,,Slim Fit,,,,,,,,,,,,
1655,0.43210085,1123,AllSaints,LUNA KANESHON DRESS , Day dress,summer-dresses,199.99,black,,,,,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,,,Zip,,Floral,"Belt included, slip",A0Q21C0H3-T11,Extra short,"25.0 "" (Size 8)","32.5 "" (Size 8)",Loose Fit,,"15.0 "" (Size 8)",,,,,,,,,,
1656,0.07416629799999999,2314,Guess,JEMMA , Day dress,summer-dresses,89.99,bordeaux,,,,,"92% polyamide, 8% elastane",,,,,,,Crew neck,Print,,GU121C11Q-G11,Short,Long,,Slim Fit,,,,,,,,,,,,
1657,0.141924555,7447,MUNTHE,CABOB , Cocktail dress / Party dress,Cocktail Dresses,324.99,silver,,,,Very sheer,100% nylon,100% polyester,,,,,,Crew neck,Floral,"Border, embroidery, slip",MUO21C00L-Q11,Short,Elbow length,"30.5 "" (Size 8)",Oversized,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",,,,,,,,,,
1658,0.603356726,6320,YAS,YASDELIA MAXI DRESS CELEB , Occasion wear,Occasion dresses,104.99,white,,,Satin,,100% polyester,"50% polyester, 50% viscose","Do not tumble dry, Do not wash",,,,Zip,Crew neck,Plain,Bust darts,Y0121C1SI-A11,Long,Short,"69.5 "" (Size S)",Slim Fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,
1659,0.5634660029999999,4560,Mango,Day dress,,summer-dresses,49.99,orange,,,,,100% cotton,,Machine wash at 30°C,,,,,Crew neck,Plain,Belt included,M9121C5GZ-H11,Knee-length,Sleeveless,,Regular Fit,,,,,,,,,,,,
1660,0.20455050100000002,867,EDITED,JOANNA DRESS , Day dress ,summer-dresses,69.99,black/brown,,,,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Do not wash",,,,Button,Crew neck,Checked,,EDD21C0JL-B11,Short,"21.0 "" (Size 8)","33.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",,,,,,,,,,
1661,0.09557992300000001,6750,DESIGNERS REMIX,VALERIE , Cocktail dress / Party dress,Cocktail Dresses,119.99,green,,,Satin,,100% polyester,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,Bust darts,DEA21C03K-M12,Calf-length,Spaghetti straps,"50.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",,,,,,,,,,
1662,0.541404117,6980,Tommy Jeans,CUTOUT BODYCON DRESS , Cocktail dress / Party dress,Cocktail Dresses,69.99,black,,,Rib,,"91% polyester, 9% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,,,,,Plain,,TOB21C06N-Q11,Calf-length,"Strapless, sleeveless","43.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1663,0.969115373,6838,The Kooples,ROBE , Cocktail dress / Party dress,Cocktail Dresses,294.99,black multi-coloured,,,Chiffon,,"93% viscose, 7% metal",100% viscose,Hand wash only,,,,Zip,Cache-coeur,Floral,Slip,THA21C0BJ-Q11,Knee-length,"20.5 "" (Size 8)","35.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",,,,,,,,,,
1664,0.306928731,2732,Esprit,Day dress,,summer-dresses,59.0,black multi-coloured,,,,,100% polyester,100% viscose,"Do not bleach, do not tumble dry, machine wash at 40°C",Standing collar,,,,V-neck,Floral,Slip,ES121C23S-Q11,Short,Long,,Regular Fit,,,,,,,,,,,,
1665,0.653969232,4082,Ragwear,BESS , Day dress,summer-dresses,59.99,bordeaux,,,Sweat,,"65% cotton, 35% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Hood,,,,,Marl,"Inseam pockets, elasticated waist",R5921C0AR-G11,Knee-length,"26.5 "" (Size S)","35.5 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1666,0.833013571,1516,Tommy Jeans,ESSENTIAL STRAPPY DRESS , Day dress,summer-dresses,69.99,red,,,,,100% viscose,,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,Backless,Plain,"Elasticated waist, bust darts",TOB21C06W-G11,Extra short,Spaghetti straps,"36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",,,,,,,,,,
1667,0.778407599,2853,By Malene Birger,PIATINNE , Day dress,summer-dresses,239.99,black,,,,,100% cotton,,Machine wash at 30°C,,,,,Square neck,Plain,Inseam pockets,BY121C09W-Q11,Calf-length,Sleeveless,"51.0 "" (Size 8)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",,,,,,,,,,
1668,0.077001607,2408,YAS,YASSARI  , Day dress,summer-dresses,48.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",Standing collar,,,Button,Low-cut v-neck,Floral,,Y0121C1SZ-T11,Calf-length,"26.0 "" (Size S)","50.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,
1669,0.230013694,1692,ONLY,ONLCORDELIA WRAP DRESS , Day dress,summer-dresses,26.34,multi-coloured,,,Chiffon,,100% polyester,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,Cache-coeur,Paisley,,ON321C2NU-G11,Short,"23.5 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",,,,,,,,,,
1670,0.760882168,3889,MUNTHE,NELA , Day dress,summer-dresses,289.99,black,,,,,"60% cotton, 40% polyester",100% viscose,,Peter Pan collar,,,Button,,Plain,"Embroidery, slip",MUO21C00I-Q11,Calf-length,Elbow length,"47.0 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","17.0 "" (Size 8)",,,,,,,,,,
1671,0.578270026,4183,Versace Jeans Couture,CADY TECNO , Day dress,summer-dresses,399.99,brown,,,,,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Crew neck,Animal print,,VEI21C047-B11,Extra short,Short,"30.5 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",,,,,,,,,,
1672,0.0070443269999999995,3427,Vero Moda Curve,VMNEWDEBBIE V NECK DRESS , Day dress,summer-dresses,27.89,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,Button,Low-cut v-neck,Plain,Bust darts,VEE21C0A0-Q11,Knee-length,"28.5 "" (Size 16)","43.5 "" (Size 16)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 16","18.0 "" (Size 16)",,,,,,,,,,
1673,0.324796218,5535,ONLY,ONLNOVA SARA DRESS , Day dress,summer-dresses,21.99,black multi-coloured,,,,,"97% polyester, 3% elastane",,"Machine wash at 40°C, do not tumble dry, A shrinkage of up to 5% may occur",,,,,Crew neck,Floral,Bust darts,ON321C2BG-T13,Short,Sleeveless,"37.0 "" (Size 8)",Regular Fit,,"12.0 "" (Size 8)",,,,,,,,,,
1674,0.06116492,2955,Tommy Hilfiger Curve,HOODIE DRESS , Day dress,summer-dresses,129.99,black,,,Sweat,,"64% cotton, 36% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Hood,,Hoodie pocket,,,Plain,"Elasticated waist, embroidery",TOY21C00I-Q11,Short,"23.5 "" (Size 18)","37.5 "" (Size 18)",Oversized,"Our model is 5' 9""  tall and is wearing size 18",,,,,,,,,,,
1675,0.514196725,6744,Swing,DRESS , Cocktail dress / Party dress,Cocktail Dresses,139.99,white,100% polyester,,"Lace, chiffon",,"86% polyamide, 12% polyester, 2% elastane","95% polyester, 5% elastane",,,,,Zip,Crew neck,Plain,"Slip, bow",SG721C0M6-A11,Knee-length,Extra short,"40.5 "" (Size 10)",Slim Fit,,"15.0 "" (Size 10)",,,,,,,,,,
1676,0.322930942,6599,ONLY,ONLELISABETH LAYERED DRESS , Cocktail dress / Party dress,Cocktail Dresses,29.74,green,,,,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Cache-coeur,Plain,,ON321C2Q5-M11,Short,"27.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,
1677,0.474127144,2490,By Malene Birger,BIELLE , Day dress,summer-dresses,189.99,black,,,,,"96% polyester, 4% elastane",,"Machine wash at 30°C, do not tumble dry",,,,,Low-cut v-neck,Plain,,BY121C09M-Q11,Knee-length,"21.5 "" (Size S)","38.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S",,,,,,,,,,,
1678,0.007071147,6793,The Kooples,ROBE , Cocktail dress / Party dress,Cocktail Dresses,259.99,black,,,,Semi-sheer,"55% polyester, 45% metal",100% viscose,Hand wash only,,,,,Cache-coeur,,Underskirt,THA21C0BI-Q11,Knee-length,Short,"36.5 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8",,,,,,,,,,,
1679,0.44822845200000005,1941,Cream,DAISYCR FLOUNCE DRESS , Day dress,summer-dresses,89.99,red,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Floral,Bust darts,CR221C0GQ-G11,Calf-length,"18.5 "" (Size 8)","49.5 "" (Size 8)",Normal fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",,,,,,,,,,
1680,0.111869991,1130,ONLY,ONLLAURENCE  , Day dress,summer-dresses,34.99,navy,,,Tulle,,100% polyester,100% polyester,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,Slip,ON321C2SN-K11,Short,"24.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,,"12.5 "" (Size S)",,,,,,,,,,
1681,0.7522448290000001,3980,Ragwear,MENITA , Day dress,summer-dresses,54.99,orange,,,Sweat,,"50% polyester, 50% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Marl,"Inseam pockets, elasticated waist, decorative buttons",R5921C0B8-H11,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,
1682,0.710311102,6474,TFNC,SOREAN MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,36.99,army green,,,Chiffon,,100% polyester,100% polyester,Hand wash only,,,,Zip,Cache-coeur,Plain,Slip,TF121C0OH-M11,Short,Sleeveless,"34.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10","12.5 "" (Size 10)",,,,,,,,,,
1683,0.250468694,6781,Bruuns Bazaar,BAUMA PHINE DRESS , Cocktail dress / Party dress,Cocktail Dresses,99.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Shawl collar,,,Laces,,Plain,,BR321C09J-Q11,Knee-length,Short,"38.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",,,,,,,,,,
1684,0.252161751,4303,See by ChloÃ©,Day dress,,summer-dresses,300.0,black,,,,,100% polyester,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Peter Pan collar,,,Laces,,Plain,Inseam pockets,SE321C064-Q11,Short,"18.5 "" (Size 10)","35.5 "" (Size 10)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 10","16.0 "" (Size 10)",,,,,,,,,,
1685,0.8376740159999999,799,Seidensticker,Day dress,,summer-dresses,129.99,pink,,,Satin,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,V-neck,Print,,3SE21C04F-J11,Calf-length,Elbow length,"44.0 "" (Size 10)",Oversized,"Our model is 5' 10""  tall and is wearing size 10","18.5 "" (Size 10)",,,,,,,,,,
1686,0.179584999,6536,Anna Field,Cocktail dress / Party dress,,Cocktail Dresses,30.99,black,,,Jersey,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Off-the-shoulder,Plain,Bust darts,AN621C1KM-Q11,Short,"19.5 "" (Size XS)","33.5 "" (Size XS)",Bodycon,"Our model is 5' 10""  tall and is wearing size XS",,,,,,,,,,,
1687,0.9249678579999999,94,Hollister Co.,TWIST SHORT DRESS , Day dress,summer-dresses,34.99,navy,,,Jersey,,100% viscose,100% polyester,Machine wash at 30°C,,,,,Backless,Floral,,H0421C05K-K11,Short,Short,"32.5 "" (Size SxL)",Regular Fit,"Our model is 5' 10""  tall and is wearing size SxL",,,,,"68% polyester, 32% elastane",,,,,,
