IndexID,Unnamed: 0,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
1654,2525,,https://www.zalando.co.uk/superdry-lace-mini-day-dress-black-su221c0oy-q11.html,Superdry,Day dress,27.5,1,black,,100% viscose,,"Do not tumble dry, Do not bleach",,,Button,,Round neckline,Plain,Border,Knee length,Long,Long,,Loose Fit,Loose fit,,,No,No,No,No,No,alternative
1655,2526,,https://www.zalando.co.uk/nly-by-nelly-stay-cute-dress-cocktail-dress-party-dress-multi-coloureded-neg21c0iz-t11.html,Nly by Nelly,"STAY CUTE DRESS ",34.99,1,"white ",Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,"Bust darts, slip",Short,"19.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,,"14.5 "" (Size 8)",No,No,No,No,No,unknown
1656,2527,,https://www.zalando.co.uk/yas-yasmeggie-midi-shirt-dress-day-dress-kentucky-blue-y0121c1wu-k11.html,Yas,"YASMEGGIE MIDI SHIRT DRESS ",69.99,2,pastel blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,Button,Accentuating the waist,Low v-neck,Floral,"Bust darts, belt included",Maxi/long,Short,Short,"47.0 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No,alternative
1657,2528,,https://www.zalando.co.uk/never-fully-dressed-tall-mix-tiered-dress-day-dress-multi-n0l21c01h-j11.html,Never Fully Dressed,"MIX TIERED DRESS ",119.99,3,bright multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Floral,"Bust darts, border",Calf length,"25.5 "" (Size 8)",Long,"51.5 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",No,No,No,No,No,trendy
1658,2529,,https://www.zalando.co.uk/jdy-jdyivy-mathilde-dress-day-dress-apple-butter-jy121c0px-i11.html,JDY,"JDYIVY MATHILDE DRESS ",16.14,1,dusty pink,Sweat,"62% cotton, 38% polyester",,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",,,,,Round neckline,Plain,,Short,"25.5 "" (Size S)",Long,"33.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,girly
1659,2530,,https://www.zalando.co.uk/mango-day-dress-pomaranczowy-m9121c5iw-h11.html,Mango,VOLE,35.99,1,orange,,100% cotton,100% viscose,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Short,Elbow length,Elbow length,,Loose Fit,Loose fit,,,No,No,No,No,No,girly
1660,2531,,https://www.zalando.co.uk/bruuns-bazaar-viol-beavis-dress-day-dress-desert-br321c09i-c11.html,Bruuns Bazaar,"VIOL BEAVIS DRESS ",119.99,3,grey,,"82% viscose, 18% cotton",,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Laces,,,Prints in general,,Knee length,"27.0 "" (Size 8)",Long,"40.0 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",No,No,No,No,No,edgy
1661,2532,,https://www.zalando.co.uk/jarlo-cocktail-dress-party-dress-black-j3121c07q-q11.html,Jarlo,Cocktail dress / Party dress,139.99,4,black,,"95% polyester, 5% elastane","98% polyester, 2% elastane","Do not tumble dry, Do not wash",,,Zip,,Low v-neck,Plain,"Padded bust, slip, wired bustier",Calf length,Strapless,Strapless,"39.5 "" (Size 8)",Slim Fit,Slim fit,,,No,No,No,No,No,trendy
1662,2533,,https://www.zalando.co.uk/cream-meisa-dress-day-dress-silver-mink-melange-cr221c0mw-o11.html,Cream,"MEISA DRESS ",79.99,2,brown,Rib,"63% polyester, 30% viscose, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Plain,,Knee length,"25.0 "" (Size S)",Long,"42.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,unknown
1663,2534,,https://www.zalando.co.uk/abercrombie-and-fitch-party-woven-midi-cocktail-dress-party-dress-black-solid-a0f21c09f-q11.html,Abercrombie & Fitch,"PARTY WOVEN MIDI ",76.49,2,black,Satin,"94% polyester, 6% elastane","97% polyester, 3% elastane",Machine wash at 30Â°C,,,,,Spaghetti straps,Plain,"Elasticated waist, bust darts, adjustable straps",Calf length,One shoulder,One shoulder,"50.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,alternative
1664,2535,,https://www.zalando.co.uk/polo-ralph-lauren-nico-short-sleeve-day-dress-day-dress-burgundy-po221c09q-g11.html,Polo Ralph Lauren,"PRINT CREPE MIDI SHIRTDRESS ",264.99,5,burgundy,,100% cotton,,Machine wash at 40Â°C,Turn-down collar,,Zip,,Low v-neck,Prints in general,Bust darts,Calf length,Short,Short,"51.0 "" (Size 10)",Regular Fit,Regular fit,,"13.0 "" (Size 10)",No,No,No,No,No,trendy
1665,2536,,https://www.zalando.co.uk/guess-by-marciano-dress-cocktail-dress-party-dress-charmed-2gu21c09g-m11.html,Guess by Marciano,"DRESS ",179.99,4,green,Satin,100% polyester,100% polyester,,,,Zip,,Round neckline,Animal Prints in general,,Short,"27.0 "" (Size 10)",Long,"36.0 "" (Size 10)",Slim Fit,Slim fit,,"15.0 "" (Size 10)",No,No,No,No,No,edgy
1666,2537,,https://www.zalando.co.uk/tommy-jeans-cutout-bodycon-dress-day-dress-violet-viola-tob21c06n-i11.html,Tommy Hilfiger,"CUTOUT BODYCON DRESS ",69.99,2,purple,Rib,"91% polyester, 9% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,Bodycon dresses,,Plain,,Calf length,"Strapless, sleeveless",Strapless,"43.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,girly
1667,2538,,https://www.zalando.co.uk/saint-tropez-eda-dress-day-dress-s2821c06t-b11.html,Saint Tropez,Day dress,39.99,1,brown,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Mandarin collar,,,,Low v-neck,Prints in general,,Knee length,"18.5 "" (Size S)",Elbow length,"40.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,girly
1668,2539,,https://www.zalando.co.uk/gap-midi-dress-day-dress-burgundy-gp021c0ke-g11.html,GAP,"MIDI DRESS ",43.99,2,red,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Polka dot,,Calf length,Extra short,Short,"45.5 "" (Size M)",Regular Fit,Regular fit,,"17.0 "" (Size M)",No,No,No,No,No,girly
1669,2540,,https://www.zalando.co.uk/mango-loli-h-day-dress-zielony-m9121c5gm-m11.html,Mango,"LOLI ",35.99,1,green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Boat neckline (wide),Floral,,Short,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,trendy
1670,2541,,https://www.zalando.co.uk/forever-new-scarf-neck-dress-cocktail-dress-party-dress-mulberry-fod21c0fm-i11.html,Forever New,"SCARF NECK DRESS ",99.99,3,burgundy,Chiffon,100% polyester,100% polyester,Hand wash only,Bow/shawl collar,,,,Low v-neck,Paisley,Slip,Extra short,"25.5 "" (Size 8)",Long,"34.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","18.5 "" (Size 8)",No,No,No,No,No,edgy
1671,2542,,https://www.zalando.co.uk/yas-yascrane-kimono-dress-vip-day-dress-black-y0121g06a-t11.html,Yas,"YASCRANE KIMONO DRESS VIP ",59.99,2,black multi-coloured,Satin,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Bow/shawl collar,,Belt,Wrap dresses,Low v-neck,Floral,Belt included,Knee length,"17.5 "" (Size S)",Elbow length,"43.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,casual chic
1672,2545,,https://www.zalando.co.uk/tommy-jeans-essential-tee-dress-day-dress-deep-crimson-tob21c06q-g11.html,Tommy Hilfiger,"ESSENTIAL TEE DRESS ",69.99,2,red,Sweat,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Prints in general,,Short,"23.0 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,alternative
1673,2546,,https://www.zalando.co.uk/only-onlclara-life-midi-dress-day-dress-black-on321c1uv-q11.html,Only,"ONLCLARA LIFE MIDI DRESS ",39.99,1,black multi-coloured,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Standing collar,,,,Low v-neck,Floral,"Adjustable straps, slip",Calf length,"17.5 "" (Size 8)",Elbow length,"50.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,alternative
1674,2547,,https://www.zalando.co.uk/edc-by-esprit-day-dress-violet-ed121c0yl-i11.html,Esprit,Day dress,29.99,1,pastel purple,,100% cotton,,"Do not bleach, do not tumble dry, machine wash at 40Â°C",Hood,,,Hooded dresses,,Plain,Inseam pockets,Short,Long,Long,,Regular Fit,Regular fit,,,No,yes,No,No,No,sporty
1675,2548,,https://www.zalando.co.uk/samsoee-samsoee-annmari-dress-day-dress-honeysuckle-sa321c0en-j11.html,Samsoe Samsoe,"ANNMARI DRESS ",169.99,4,pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,Slip,Calf length,"26.0 "" (Size S)",Long,"47.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",No,No,No,No,No,classic
1676,2549,,https://www.zalando.co.uk/esprit-day-dress-black-es121c230-q11.html,Esprit,Day dress,29.99,1,black,,"70% viscose, 25% polyamide, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Short,Long,Long,,Regular Fit,Regular fit,,,No,Yes,No,No,No,classic
1677,2550,,https://www.zalando.co.uk/vila-vikisses-shirt-dress-day-dress-cloud-dancer-v1021c32c-g11.html,Vila,"VIKISSES SHIRT DRESS ",47.99,2,red,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Floral,"Belt included, bust darts",Calf length,"24.0 "" (Size 8)",Long,"43.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,trendy
1678,2551,,https://www.zalando.co.uk/never-fully-dressed-cocktail-dress-party-dress-blue-nen21c04w-k11.html,Never Fully Dressed,Cocktail dress / Party dress,104.99,3,blue,Satin,"90% polyester, 10% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Plain,Bust darts,Calf length,"15.5 "" (Size 8)",Elbow length,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,classic
1679,2552,,https://www.zalando.co.uk/cotton-on-petite-kelsey-halter-mini-dress-day-dress-black-c6a21c009-q11.html,Cotton On,"KELSEY HALTER MINI DRESS ",21.99,1,black,,100% viscose,,"Machine wash at 40Â°C, do not tumble dry",,,Laces,,Low v-neck,Plain,,Short,Strapless,Strapless,"29.5 "" (Size S)",,,,,Yes,No,No,No,No,edgy
1680,2553,,https://www.zalando.co.uk/only-onlmanolia-dress-day-dress-light-blue-denim-on321c2or-k11.html,Only,"ONLMANOLIA DRESS ",43.99,2,denim,Denim,"99% cotton, 1% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Button,Accentuating the waist,Low v-neck,,Belt included,Calf length,"25.5 "" (Size S)",Long,"41.5 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No,classic
1681,2554,,https://www.zalando.co.uk/part-two-aminase-day-dress-cayenne-p2121c0e7-g11.html,Part Two,"AMINASE ",94.99,3,red,,100% linen,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Plain,"Inseam pockets, bust darts",Knee length,Short,Short,"39.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No,classic
1682,2555,,https://www.zalando.co.uk/esqualo-dress-wide-sleeve-day-dress-white-esm21c028-a11.html,Esqualo,"DRESS WIDE SLEEVE ",74.99,2,white,,"98% cotton, 2% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Plain,,Knee length,"23.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,,"13.5 "" (Size 8)",Yes,No,No,No,No,sporty
1683,2556,,https://www.zalando.co.uk/bytimo-festive-mini-dress-day-dress-poppy-byh21c028-g11.html,byTiMo,"FESTIVE MINI DRESS ",279.99,5,bright multi-coloured,,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Floral,Slip,Short,Short,Short,"35.0 "" (Size S)",Regular Fit,Regular fit,,"14.5 "" (Size S)",No,No,No,No,No,girly
1684,2557,,https://www.zalando.co.uk/noa-noa-soft-moss-day-dress-grey-nn121c0el-c11.html,Noa Noa,"SOFT MOSS ",99.99,3,grey,,100% viscose,,,Turn-down collar,,Button,Button down dresses,,Floral,Belt included,Maxi/long,"24.0 "" (Size 8)",Long,"42.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,girly
1685,2558,,https://www.zalando.co.uk/vero-moda-petite-vmhbecca-short-dress-day-dress-laurel-wreath-vm021c0cw-m11.html,Vero Moda,"VMHBECCA SHORT DRESS  ",25.99,1,army green,,"97% viscose, 3% elastane",,Machine wash at 30Â°C,,,,,Round neckline,Plain,,Short,Elbow length,Elbow length,"33.0 "" (Size M)",Loose Fit,Loose fit,,"15.5 "" (Size M)",No,No,No,No,No,edgy
1686,2559,,https://www.zalando.co.uk/munthe-crystal-day-dress-pink-muo21c00h-j11.html,MUNTHE,"CRYSTAL ",554.99,5,pink,,100% leather,"96% polyester, 4% elastane",Dry clean only,,,,,Round neckline,Plain,"Inseam pockets, bow, border",Short,Elbow length,Elbow length,"34.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","21.5 "" (Size 8)",No,yes,No,No,No,trendy
1687,2560,,https://www.zalando.co.uk/yas-petite-yasberlin-midi-dress-day-dress-berlin-ya521c033-j11.html,Yas,"YASBERLIN MIDI DRESS ",69.99,2,bright multi-coloured,,"74% viscose, 20% nylon, 6% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Floral,,Calf length,"23.0 "" (Size S)",Long,"41.0 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No,trendy
1688,2561,,https://www.zalando.co.uk/milly-pointelle-dress-cocktail-dress-party-dress-black-m1221c04j-q11.html,Milly,"POINTELLE DRESS ",409.99,5,black,"Lace, Knit","65% viscose, 35% nylon",,Dry clean only,,,Zip,Bodycon dresses,Round neckline,Plain,,Knee length,Short,Short,,Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,alternative
1689,2562,,https://www.zalando.co.uk/jaded-london-tie-front-dress-cocktail-dress-party-dress-multi-jl021c02w-t11.html,Jaded London,"TIE FRONT DRESS  ",49.99,2,multi-coloured,Mesh,"90% polyester, 10% elastane",,"Do not tumble dry, Hand wash only",,Asymmetrical,Laces,,Low v-neck,Prints in general,Slip,Extra short,"27.0 "" (Size 8)",Long,"31.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 8",,Yes,No,No,No,No,edgy
1690,2563,,https://www.zalando.co.uk/vila-vifalias-short-dress-day-dress-blackpinklavender-v1021c2y2-q11.html,Vila,"VIFALIAS SHORT DRESS ",34.99,1,black multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Laces,,V-neck,Floral,"Bust darts, slip",Knee length,"24.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",Yes,No,No,No,No,edgy
1691,2564,,https://www.zalando.co.uk/jdy-jdytonsy-hood-dress-jumper-dress-woodrose-jy121c0pu-j11.html,JDY,Day dress,25.99,1,dusty pink,Knit,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,,Knee length,"23.0 "" (Size S)",Long,"36.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,girly
1692,2565,,https://www.zalando.co.uk/alberta-ferretti-dress-occasion-wear-green-af321c02n-m11.html,Alberta Ferretti,"DRESS ",,5,pastel green,"Lace, chiffon",100% silk,100% polyamide,Dry clean only,,,Drawstring fastening,,Low v-neck,,"Slip, border",Maxi/long,Sleeveless,Sleeveless,"55.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,casual chic
1693,2566,,https://www.zalando.co.uk/superdry-eden-cold-shoulder-dress-day-dress-khaki-su221c0cv-n11.html,Superdry,Day dress,20.0,1,army green,,100% lyocell,,,,,,,Spaghetti straps,Plain,Inseam pockets,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,yes,No,No,No,alternative
1694,2567,,https://www.zalando.co.uk/yas-yasempa-dress-day-dress-black-y0121c1qt-q11.html,Yas,"YASEMPA DRESS ",59.99,2,black,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Plain,,Calf length,"25.5 "" (Size S)",Long,"44.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,classic
1695,2568,,https://www.zalando.co.uk/yas-yasholi-dress-day-dress-orchid-y0121c1uo-j11.html,Yas,"YASHOLI DRESS ",59.99,2,pink,,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,,Low v-neck,Plain,"Bust darts, slip",Knee length,Short,Short,"33.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","18.0 "" (Size S)",No,No,No,No,No,girly
1696,2569,,https://www.zalando.co.uk/vero-moda-curve-vmginny-short-dress-day-dress-black-vee21c0cv-q11.html,Vero Moda,"VMGINNY SHORT DRESS ",33.99,1,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Elasticated waist,Short,Elbow length,Elbow length,"34.5 "" (Size 16)",Loose Fit,Loose fit,,"15.5 "" (Size 16)",No,No,No,No,No,casual chic
1697,2570,,https://www.zalando.co.uk/esprit-dresses-day-dress-navy-es121c22d-k11.html,Esprit,"DRESSES ",54.99,2,navy,Jersey,100% cotton,,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,Button,,Round neckline,Striped,,Knee length,Elbow length,Elbow length,"34.5 "" (Size 8)",Loose Fit,Loose fit,,,No,No,No,No,No,classic
1698,2571,,https://www.zalando.co.uk/by-malina-florine-dress-cocktail-dress-party-dress-ruby-leo-byc21c031-g11.html,By Malina,"FLORINE DRESS ",289.99,5,black/red,,"80% viscose, 20% nylon","97% polyester, 3% elastane","Do not tumble dry, Do not wash",,,Button,,Round neckline,,Slip,Short,Short,Short,"34.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No,edgy
1699,2572,,https://www.zalando.co.uk/saint-tropez-lylia-dress-day-dress-bone-white-nature-garden-s2821c0eh-t11.html,Saint Tropez,"LYLIA DRESS ",79.99,2,white multi-coloured,,"98% cotton, 2% elastane",,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts",Knee length,"19.5 "" (Size M)",Long,"38.0 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M","14.0 "" (Size M)",No,No,No,No,No,trendy
1700,2573,,https://www.zalando.co.uk/simply-be-supersoft-frill-detail-swing-dress-day-dress-black-sie21c0a4-q11.html,Simply Be,"SUPERSOFT FRILL DETAIL SWING DRESS ",17.99,1,black,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Bust darts,Calf length,"24.0 "" (Size 16)",Long,"47.0 "" (Size 16)",Regular Fit,Regular fit,,,No,No,No,No,No,classic
1701,2574,,https://www.zalando.co.uk/forever-new-rose-tiered-mini-skater-dress-day-dress-cyprus-fod21c0g7-t11.html,Forever New,"ROSE TIERED MINI SKATER DRESS ",99.99,3,white multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,Belt included,Extra short,"27.0 "" (Size 8)",Long,"35.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No,girly
1702,2575,,https://www.zalando.co.uk/vero-moda-vmsilla-day-dress-snow-white-ve121c3b0-a11.html,Vero Moda,"VMSILLA O NECK SHORT DRESS ",30.99,1,black/white,,100% polyimide,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,Button,,Round neckline,Floral,Bust darts,Short,"17.5 "" (Size S)",Elbow length,"33.5 "" (Size S)",Regular Fit,Regular fit,,"12.5 "" (Size S)",Yes,No,No,No,No,girly
1703,2576,,https://www.zalando.co.uk/good-american-shimmer-polo-dress-day-dress-black-gom21c01g-q11.html,Good American,"SHIMMER POLO DRESS ",129.99,4,black,Jersey,"93% polyester, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Bodycon dresses,,Plain,,Calf length,"27.5 "" (Size S)",Long,"51.0 "" (Size S)",Bodycon,Slim fit,,,Yes,No,No,No,No,classic
1704,2577,,https://www.zalando.co.uk/swing-curve-cocktail-dress-party-dress-flaming-pinksea-blue-s0o21c03v-t11.html,Swing,Cocktail dress / Party dress,164.99,4,white multi-coloured,Satin,100% polyester,"92% polyester, 8% elastane",,,,Zip,Accentuating the waist,Round neckline,Prints in general,"Belt included, slip",Calf length,Short,Short,"49.0 "" (Size 18)",Regular Fit,Regular fit,,"16.0 "" (Size 18)",No,No,No,No,No,trendy
1705,2578,,https://www.zalando.co.uk/swing-curve-cocktail-dress-party-dress-navy-s0o21c03u-k11.html,Swing,Cocktail dress / Party dress,139.99,4,navy,"Jersey, chiffon",100% polyester,"95% polyester, 5% elastane",,,,Zip,,Round neckline,Floral,Slip,Short,Short,Short,"37.5 "" (Size 18)",Regular Fit,Regular fit,,"17.5 "" (Size 18)",No,No,No,No,No,edgy
1706,2579,,https://www.zalando.co.uk/ea7-emporio-armani-hoodie-dress-allover-logo-day-dress-fancy-blackwhite-ea721c00g-q11.html,EA7 Emporio Armani,"HOODIE DRESS ALLOVER LOGO ",94.99,3,black,Sweat,"95% cotton, 5% elastane",,,Hood,,,Hooded dresses,,Prints in general,,Short,"24.5 "" (Size S)",Long,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,casual chic
1707,2580,,https://www.zalando.co.uk/love-copenhagen-lcuna-dress-day-dress-black-white-check-l1g21c05e-q11.html,Love Copenhagen,"LCUNA DRESS ",99.99,3,black/white,,100% polyester,100% polyester,,,,Button,,Round neckline,Checked,Slip,Short,Elbow length,Elbow length,"36.5 "" (Size 10)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,edgy
1708,2581,,https://www.zalando.co.uk/vila-vipassa-strap-short-dress-day-dress-lavender-v1021c2hv-i11.html,Vila,"VIPASSA STRAP SHORT DRESS ",34.99,1,pink,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Floral,Slip,Knee length,Sleeveless,Sleeveless,"36.0 "" (Size S)",Slim Fit,Slim fit,,,No,No,No,No,No,girly
1709,2582,,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-black-an621c1q0-q11.html,Anna Field,Jersey dress,22.09,1,black,Jersey,"68% viscose, 28% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Square neckline,Plain,Bust darts,Knee length,,,"31.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,edgy
1710,2583,,https://www.zalando.co.uk/anna-field-occasion-lace-skirt-sleeveless-bodycon-mini-dress-cocktail-dress-party-dress-dark-blue-an621c1pd-k11.html,Anna Field,"Occasion lace skirt sleeveless bodycon mini dress ",34.99,1,navy,"Jersey, Lace","68% viscose, 28% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Round neckline,Plain,Slip,Knee length,Sleeveless,Sleeveless,"37.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,classic
1711,2584,,https://www.zalando.co.uk/yas-yascandis-strap-celeb-occasion-wear-star-white-y0121c1sg-a11.html,Yas,"YASCANDIS STRAP  CELEB  ",69.99,2,white,Satin,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Spaghetti straps,Plain,"Bust darts, adjustable straps, slip",Maxi/long,Spaghetti straps,Spaghetti straps,"47.5 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,Yes,girly
1712,2585,,https://www.zalando.co.uk/naf-naf-lapastillette-day-dress-bleu-marine-na521c18d-k11.html,NAF NAF,"LAPASTILLETTE ",74.99,2,navy,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Button,,Low v-neck,Polka dot,Slip,Knee length,"23.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,,"15.0 "" (Size 8)",No,No,No,No,No,alternative
